provider_id,denial_rate,avg_claim_amount,claim_volume,years_experience,department,cluster,risk_label
195,0.1371610845295056,8596.945550239236,627,6,Orthopedics,0,High Risk
196,0.1273996509598604,4795.263054101221,573,22,Obstetrics,1,Moderate Risk
197,0.1510015408320493,5211.001664098613,649,5,Internal Medicine,0,High Risk
198,0.13357400722021662,6097.969151624549,554,23,General Surgery,1,Moderate Risk
199,0.13451327433628318,6281.847309734513,565,17,Radiology,3,Very High Risk
200,0.13136288998357964,4843.299064039409,609,12,Orthopedics,0,High Risk
201,0.11627906976744186,7590.925474060823,559,23,Cardiology,1,Moderate Risk
202,0.15017064846416384,6018.062935153584,586,16,Pediatrics,3,Very High Risk
203,0.13659359190556492,4853.768381112985,593,3,Neurology,0,High Risk
204,0.09433962264150944,12069.414323899371,636,30,Orthopedics,2,Low Risk
205,0.15198618307426598,6538.357754749569,579,22,Emergency Medicine,3,Very High Risk
206,0.1281198003327787,5230.344276206323,601,9,Radiology,0,High Risk
207,0.10956521739130434,12516.868904347826,575,29,Emergency Medicine,1,Moderate Risk
208,0.12333333333333334,5297.671,600,23,Pediatrics,2,Low Risk
209,0.14307931570762053,8675.617838258164,643,13,General Surgery,0,High Risk
210,0.11433447098976109,9627.133788395906,586,32,Obstetrics,2,Low Risk
211,0.11948529411764706,5621.571231617647,544,23,Obstetrics,1,Moderate Risk
212,0.12006861063464837,5781.225385934819,583,17,Emergency Medicine,0,High Risk
213,0.11452991452991453,6803.245658119658,585,21,Internal Medicine,2,Low Risk
214,0.14770797962648557,5501.964482173175,589,2,General Surgery,0,High Risk
215,0.13204225352112675,9033.997429577465,568,6,Obstetrics,3,Very High Risk
216,0.14365671641791045,5893.838600746269,536,18,General Surgery,3,Very High Risk
217,0.1111111111111111,4941.53625,576,30,Orthopedics,1,Moderate Risk
218,0.10759493670886076,7145.669287974684,632,22,General Surgery,2,Low Risk
219,0.07155322862129145,15392.603944153578,573,33,Oncology,1,Moderate Risk
220,0.11565836298932385,5629.011779359431,562,30,Pediatrics,1,Moderate Risk
221,0.13066202090592335,5663.042108013937,574,17,Obstetrics,3,Very High Risk
222,0.09800664451827243,5330.584468438538,602,32,General Surgery,2,Low Risk
223,0.118491921005386,6383.842082585278,557,14,Emergency Medicine,3,Very High Risk
224,0.10465116279069768,5895.433488372093,602,10,Cardiology,0,High Risk
225,0.0962566844919786,5404.821711229946,561,34,Oncology,1,Moderate Risk
226,0.13403880070546736,5552.469012345679,567,9,Oncology,3,Very High Risk
227,0.10570469798657718,8057.391409395974,596,28,Internal Medicine,2,Low Risk
228,0.11461794019933555,5291.640531561462,602,11,General Surgery,0,High Risk
229,0.13322368421052633,5799.462763157894,608,14,Internal Medicine,0,High Risk
230,0.08571428571428572,5159.824419047619,525,19,Internal Medicine,1,Moderate Risk
231,0.10824742268041238,4713.067182130584,582,15,Cardiology,1,Moderate Risk
232,0.09012131715771231,5732.39171577123,577,28,Orthopedics,1,Moderate Risk
233,0.1266025641025641,4690.5749038461545,624,24,General Surgery,2,Low Risk
234,0.10554561717352415,6493.655062611807,559,8,Radiology,1,Moderate Risk
235,0.140625,5095.38828125,576,9,Obstetrics,3,Very High Risk
236,0.09269162210338681,6949.2222459893055,561,33,Internal Medicine,1,Moderate Risk
237,0.09205776173285199,5605.632870036101,554,33,Pediatrics,1,Moderate Risk
238,0.10641627543035993,4959.825226917058,639,19,Neurology,2,Low Risk
239,0.14466546112115733,7829.044303797468,553,3,Pediatrics,3,Very High Risk
240,0.14106583072100312,4941.698463949843,638,10,Cardiology,0,High Risk
241,0.1595744680851064,8558.19794326241,564,1,Cardiology,3,Very High Risk
242,0.13245033112582782,7259.879420529801,604,29,Emergency Medicine,2,Low Risk
243,0.09243697478991597,12969.594621848739,595,34,Orthopedics,2,Low Risk
244,0.13541666666666666,4687.785225694444,576,13,Obstetrics,3,Very High Risk
245,0.1721170395869191,7447.506316695352,581,1,Internal Medicine,3,Very High Risk
246,0.12522045855379188,5046.672204585539,567,34,Pediatrics,1,Moderate Risk
247,0.09769094138543517,5971.614351687389,563,29,Neurology,1,Moderate Risk
248,0.1526032315978456,7026.38461400359,557,13,Cardiology,3,Very High Risk
249,0.12255772646536411,13460.725825932506,563,29,Cardiology,1,Moderate Risk
250,0.10326086956521739,6708.368260869564,552,24,Orthopedics,1,Moderate Risk
251,0.09598603839441536,4792.770610820245,573,26,Neurology,1,Moderate Risk
252,0.11736334405144695,6295.623424437299,622,17,Neurology,2,Low Risk
253,0.13358070500927643,5097.948589981447,539,7,Orthopedics,3,Very High Risk
254,0.1172291296625222,9241.943783303732,563,13,Cardiology,3,Very High Risk
255,0.14882032667876588,4979.382105263158,551,5,Obstetrics,3,Very High Risk
256,0.1317157712305026,8423.362218370883,577,26,General Surgery,1,Moderate Risk
257,0.15849056603773584,5020.663943396226,530,3,General Surgery,3,Very High Risk
258,0.1464226289517471,6605.166955074875,601,7,Orthopedics,0,High Risk
259,0.16156462585034015,4747.201989795918,588,1,Neurology,0,High Risk
260,0.12014787430683918,6299.98314232902,541,17,Internal Medicine,1,Moderate Risk
261,0.08528428093645485,10104.730903010033,598,25,Orthopedics,2,Low Risk
262,0.16206896551724137,10861.767689655171,580,3,Obstetrics,3,Very High Risk
263,0.11053540587219343,5230.738514680484,579,15,Orthopedics,1,Moderate Risk
264,0.10101010101010101,5064.113888888889,594,29,Oncology,2,Low Risk
265,0.1,6280.558229508197,610,32,Pediatrics,2,Low Risk
266,0.11151079136690648,5837.776708633094,556,26,Neurology,1,Moderate Risk
267,0.1263537906137184,6360.908357400722,554,16,Emergency Medicine,3,Very High Risk
268,0.0978441127694859,7127.557180762853,603,25,Emergency Medicine,2,Low Risk
269,0.11170212765957446,6245.019680851064,564,28,Neurology,1,Moderate Risk
270,0.1254180602006689,5203.554799331104,598,9,Obstetrics,0,High Risk
271,0.16494845360824742,7940.631099656357,582,1,Oncology,3,Very High Risk
272,0.08917197452229299,12034.286385350317,628,29,Oncology,2,Low Risk
273,0.0946372239747634,8223.579952681388,634,22,Cardiology,2,Low Risk
274,0.1287758346581876,5527.345310015899,629,16,Pediatrics,0,High Risk
275,0.16423357664233576,5860.021532846715,548,7,General Surgery,3,Very High Risk
276,0.1285475792988314,7906.46612687813,599,14,Radiology,0,High Risk
277,0.12931034482758622,6633.924741379311,580,29,Obstetrics,1,Moderate Risk
278,0.10099337748344371,10214.68918874172,604,19,Radiology,2,Low Risk
279,0.11694915254237288,5878.515186440678,590,19,Radiology,2,Low Risk
280,0.1501766784452297,5060.6669434628975,566,2,Neurology,3,Very High Risk
281,0.1319796954314721,4955.466497461929,591,15,Emergency Medicine,0,High Risk
282,0.12110726643598616,5411.765051903115,578,3,Emergency Medicine,3,Very High Risk
283,0.13356164383561644,5955.584760273972,584,11,General Surgery,0,High Risk
284,0.09181969949916527,5595.859315525877,599,30,Neurology,2,Low Risk
285,0.1314935064935065,5786.388084415585,616,18,Radiology,0,High Risk
286,0.15753424657534246,11847.38977739726,584,2,Internal Medicine,3,Very High Risk
287,0.09644670050761421,5825.41475465313,591,32,Emergency Medicine,2,Low Risk
288,0.12869565217391304,5210.05292173913,575,8,Obstetrics,3,Very High Risk
289,0.10238907849829351,6335.061860068259,586,22,Obstetrics,2,Low Risk
290,0.138353765323993,4819.118108581436,571,6,Cardiology,3,Very High Risk
291,0.1349911190053286,4552.002024866785,563,12,Orthopedics,3,Very High Risk
292,0.10619469026548672,6193.632884955752,565,15,Internal Medicine,1,Moderate Risk
293,0.08277027027027027,5693.500388513514,592,28,Emergency Medicine,2,Low Risk
294,0.15217391304347827,5032.073829431438,598,18,Oncology,0,High Risk
295,0.13582342954159593,5007.002716468591,589,2,Emergency Medicine,0,High Risk
296,0.12586206896551724,5151.897534482759,580,13,Cardiology,3,Very High Risk
297,0.17157712305025996,4971.782928942807,577,15,Obstetrics,3,Very High Risk
298,0.1099476439790576,6154.321273996509,573,20,Radiology,1,Moderate Risk
299,0.11403508771929824,7128.939105263158,570,29,Oncology,1,Moderate Risk
300,0.10854092526690391,5800.755373665481,562,29,Neurology,1,Moderate Risk
301,0.15228426395939088,5643.28130287648,591,3,Pediatrics,0,High Risk
302,0.11428571428571428,5757.8617815126045,595,19,Radiology,2,Low Risk
303,0.13036303630363036,6215.532623762377,606,3,Pediatrics,0,High Risk
304,0.1195840554592721,4933.570103986135,577,14,Internal Medicine,3,Very High Risk
305,0.13298791018998274,5724.9894300518135,579,4,Orthopedics,3,Very High Risk
306,0.1273031825795645,5771.208425460637,597,11,Oncology,0,High Risk
307,0.09618573797678276,5365.576882255389,603,31,General Surgery,2,Low Risk
308,0.08614864864864864,4617.69152027027,592,32,Oncology,2,Low Risk
309,0.11376146788990826,9369.37352293578,545,27,Emergency Medicine,1,Moderate Risk
310,0.09615384615384616,4844.439403846153,520,30,Obstetrics,1,Moderate Risk
311,0.13810316139767054,5726.560016638935,601,2,Emergency Medicine,0,High Risk
312,0.14285714285714285,6037.8017211703955,581,9,Emergency Medicine,3,Very High Risk
313,0.10215053763440861,5650.036164874552,558,28,Internal Medicine,1,Moderate Risk
314,0.1011608623548922,4809.199701492537,603,31,Radiology,2,Low Risk
315,0.10638297872340426,5597.752659574468,564,34,General Surgery,1,Moderate Risk
316,0.1284722222222222,4758.9665277777785,576,15,General Surgery,3,Very High Risk
317,0.11754068716094032,5744.965370705244,553,25,Emergency Medicine,1,Moderate Risk
318,0.13018867924528302,13472.96875471698,530,8,Pediatrics,3,Very High Risk
319,0.14660493827160495,5501.621095679013,648,9,Internal Medicine,0,High Risk
320,0.09369024856596558,5291.965965583175,523,32,Emergency Medicine,1,Moderate Risk
321,0.09878682842287695,4534.263812824957,577,17,Orthopedics,1,Moderate Risk
322,0.11904761904761904,4834.746611721612,546,19,Obstetrics,1,Moderate Risk
323,0.11947626841243862,4924.63402618658,611,29,Radiology,2,Low Risk
324,0.12271973466003316,5902.753714759535,603,7,Neurology,0,High Risk
325,0.10142348754448399,6794.310053380783,562,28,Orthopedics,1,Moderate Risk
326,0.12864493996569468,5497.1596569468265,583,9,Pediatrics,0,High Risk
327,0.09929078014184398,10613.309521276597,564,28,Oncology,1,Moderate Risk
328,0.16140350877192983,5782.577561403508,570,6,Oncology,3,Very High Risk
329,0.12151067323481117,5609.575599343186,609,29,Orthopedics,2,Low Risk
330,0.10120068610634649,5501.568044596913,583,17,Emergency Medicine,2,Low Risk
331,0.14451827242524917,4441.048122923588,602,16,Neurology,0,High Risk
332,0.10961214165261383,4402.785008431702,593,23,Cardiology,2,Low Risk
333,0.10677966101694915,5266.041203389831,590,31,Cardiology,2,Low Risk
334,0.16369529983792544,4951.902139384117,617,3,Pediatrics,0,High Risk
335,0.11284722222222222,5787.221736111111,576,21,Emergency Medicine,1,Moderate Risk
336,0.09655172413793103,5056.802068965518,580,26,General Surgery,1,Moderate Risk
337,0.10801963993453355,5894.970229132569,611,22,General Surgery,2,Low Risk
338,0.12852112676056338,5774.939154929577,568,12,Radiology,3,Very High Risk
339,0.11231884057971014,7450.86518115942,552,13,Neurology,1,Moderate Risk
340,0.1342281879194631,7814.81917785235,596,11,Neurology,0,High Risk
341,0.11282051282051282,10266.323948717949,585,16,Oncology,2,Low Risk
342,0.1290909090909091,5330.663527272727,550,8,Internal Medicine,3,Very High Risk
343,0.1267361111111111,5827.100069444445,576,2,Pediatrics,3,Very High Risk
344,0.0957983193277311,6350.78174789916,595,30,Cardiology,2,Low Risk
345,0.1310116086235489,8521.840464344941,603,30,Pediatrics,2,Low Risk
346,0.15567765567765568,4804.5585164835165,546,12,General Surgery,3,Very High Risk
347,0.13217391304347825,8095.598382608696,575,10,General Surgery,3,Very High Risk
348,0.15889464594127806,7795.272763385146,579,11,Orthopedics,3,Very High Risk
349,0.0962962962962963,5520.951018518518,540,15,Radiology,1,Moderate Risk
350,0.1267361111111111,5655.580121527778,576,16,Neurology,3,Very High Risk
351,0.12438625204582651,13538.272520458264,611,17,Obstetrics,0,High Risk
352,0.12302284710017575,8352.257873462213,569,26,Pediatrics,1,Moderate Risk
353,0.15268456375838926,5982.335167785234,596,2,General Surgery,0,High Risk
354,0.13660245183887915,4737.401961471103,571,12,Internal Medicine,3,Very High Risk
355,0.10701754385964912,9590.437561403507,570,26,Oncology,1,Moderate Risk
356,0.10215053763440861,5929.6848566308245,558,23,Cardiology,1,Moderate Risk
357,0.10260586319218241,11164.422117263843,614,18,Radiology,2,Low Risk
358,0.1,4481.813416666666,600,32,Internal Medicine,2,Low Risk
359,0.17017543859649123,5412.954385964912,570,3,Radiology,3,Very High Risk
360,0.14334470989761092,5299.0493856655285,586,3,Orthopedics,0,High Risk
361,0.09187279151943463,6062.897703180212,566,30,Obstetrics,1,Moderate Risk
362,0.1338709677419355,5824.954580645161,620,1,General Surgery,0,High Risk
363,0.10460992907801418,8045.981400709219,564,30,Oncology,1,Moderate Risk
364,0.10746812386156648,5675.672750455373,549,32,Internal Medicine,1,Moderate Risk
365,0.10657193605683836,4719.4053463587925,563,28,Radiology,1,Moderate Risk
366,0.13162393162393163,5574.453487179488,585,21,Neurology,0,High Risk
